								2							","
								3							","
								5							","
								1							","
								-							","
								5							"
"
								ENGL192							","
İngilizce'de İletişim - IIENGL192 birinci sınıf  ikinci donem akademik İngilizce dersidir. Avrupa Ortak Dil Öğretim Politikasında (CEFR) belirtildiği gibi ENGL 182 dersi öğrencilerin İngilizce seviyelerinin B2 seviyesinde ilerletmeleri için düzenlenmiştir. Ders, kritik düşünme ile dil becerilerini birleştirir ve IQ Online gibi eğitim teknolojileri kullanılarak daha etkili öğrenimin sağlanmasını hedefler. Bu dersin amacı öğrencilerin bilgilerini ve akademik konuşmanın farkındalığını, dil yapılarını ve kelime dağarcığını pekiştirmektir. Bu ders başlıca, akademik ortamlarda yazma, konuşma becerileri, okuma becerileri ve genelde çalışma becerilerinin geliştirilmesi üzerinde yoğunlaşır. ","
								2							","
								3							","
								3							","
								-							","
								1							","
								5							"
"
								MATH163							","
Ayrık MatematikKüme kuramı. Fonksiyonlar ve bağıntılar. Tümevarımlı ispat, tekrarlamalı tanımlar. Kombinatorik: Temel sayma kuralları, permütasyon, kombinezon, atama problemleri, seçme problemleri, güvercin yuvası prensibi, içerme ve dışlama prensibi. Üretme fonksiyonları, adi üretme fonksiyonları ve uygulamaları. Tekrarlanabilirlik bağıntıları. Homojen ve homojen olmayan tekrarlanabilirlik bağıntıları, tekrarlanabilirlik bağıntıları ve üretken fonksiyonlar. Algoritma analizi. Önerme analizi ve Boole cebiri. Temel Boole fonksiyonları, dijital mantık geçitleri, minterm ve maxterm uzanımları, Boole cebirinin temel teoremleri, Boole fonksiyonlarının Karnaugh tasvirleri ile basitleştirilmesi. Graflar ve ağaçlar ardışıklık matrisleri, izsürme matrisleri, Euler grafları, Hamilton graflar, renkli graflar, düzlemsel graflar, uzanımlı ağaçlar, mimimal uzanımlı ağaçlar, Prim algoritması, en kısa yol problemleri, Dijkstra algoritması. 
 ","
								2							","
								3							","
								3							","
								1							","
								-							","
								5							"
"
								Dönem 3								"
"
								EENG225							","
Elektrik Mühendisliğinin TemelleriTemel elektriksel büyüklükler. Temel devre kanunları. Sinüzoidal kararlı durum analizi ve transformatörler. Üç fazlı devreler. Elektromekanik enerji dönüşümünün prensipleri. DC ve AC makineler. Elektrik güvenliği ","
								3							","
								3							","
								3							","
								1							","
								-							","
								4							"
"
								MENG231							","
Mühendislik MekaniğiVektör cebri, Mekaniğin prensipleri. Parçaçıkların ve Katı cisimlerin durgun eşitliği. Yayılı yük sistemleri. Yapı elemanlar, miller, çatı sistemleri, kablolar ve sürtünme. Parçacık dinamiği, kuvvetler, enerji ve momentum metodları tekrarı. Katı cisimlerin düzlemsel kinematik ve kinetiği. enerji metodları. ","
								3							","
								3							","
								3							","
								-							","
								1							","
								5							"
"
								MATH241							","
DOĞRUSAL CEBIR VE OLAĞAN DIFERANSIYEL DENKLEMLERDoğrusal denklem sistemleri, İndirgenmiş-eşelon matrisleri, Matris cebiri, Determinant tanımı, Ters

matrisler. Vektör uzayları, Doğrusal dönüşümler, Özdeğerler ve özdeğer vektörleri. Birinci ve İkinci

mertebenden diferensiyel denklem çözümleri, Laplace dönüşümleri. ","
								3							","
								4							","
								4							","
								1							","
								-							","
								6							"
"
								HIST280							","
								Atatürk İlkeleri ve İnkilap Tarihi							","
								3							","
								2							","
								2							","
								-							","
								-							","
								2							"
"
								TUSL181							","
								İkinci Dil Olarak Türkçe							","
								3							","
								2							","
								2							","
								-							","
								-							","
								2							"
"
								MENG104							","
Teknik ResimMühendislik çiziminde terimler ve prensipler ile ilgili laboratuvar ortamında AUTOCAD Çizim Programı ve Uygulamaları. Temel Geometrik konstrüksiyonlar. Yaylar ve birleşimleri, Ölçülendirme teknikleri, Perspektif çizim prensipleri ve kesitler, İzometrik ve oblik çizim teknikleri.  Baskısı alınmış çizimlerin okuma teknikleri, 

 ","
								3							","
								3							","
								2							","
								3							","
								-							","
								7							"
"
								ECON231							","
Ekonomi'nin TemelleriBu ders makro- ve mikroekonomi'nin temellerini giriş seviyesinde incelemektedir. Dersin mikrokonomi kısmı arz ve talep, piyasa etkinliği, üretimde maliyet ve tam rekabet piyasası ve tekelci piyasadaki kar maksimizasyonu gibi konuları ele almaktadır. Makroekonomik kısım ise, milli gelir muhasebesi, işsizlik, uzun dönem ve kısa dönem toplam talep ve toplam arz, ekonomik büyüme ve uluslararası ticaret gibi konuları içermektedir. ","
								3							","
								3							","
								3							","
								-							","
								1							","
								4							"
"
								IENG210							","
Endustri Staji - IÖğrencilerin tamamlamaları gereken ilk stajdır. Mezuniyet koşullarının kısmen yerine getirilebilmesi amacıyla her öğrenci kuralları ve düzenlemeleri Bölüm tarafından belirlenmiş bir çerçevede üç adet staj yapmak zorundadır. Bu staj süresince öğrencilerin organizasyonu bütünsel anlamda gözlemlemeleri ve staj Log-Book'unda belirtilmiş soru ve işlere verilmiş yanıtlarını resmi bir raporla ayrıntılı bir şekilde açıklamaları gerekmektedir. ","
								3							","
								Kredisiz							","
								-							","
								-							","
								1							","
								1							"
"
								Dönem 4								"
"
								MENG244							","
Termodinamiğin TemelleriTermodinamiğin temel konseptleri ve taımları. Saf malzemelerin özellikleri.  Kapalı ve açık sistemler için termodinamiğin birinci kanunu. Termodinamiğin ikinci kanunu. Özellik olarak entropi. Bryton çevirimi. Rankne çevirimi. Soğutma çevirimi. ","
								4							","
								3							","
								3							","
								-							","
								-							","
								5							"
"
								MGMT201							","
Yönetim İlkeleriYöneticinin örgütteki rolünün analizi. İşlenen konular arasında kültür ve iş ahlakı, karar verme, planlama, organize etme, insan kaynakları, motivasyon, ve kontrol bulunmaktadır.
 ","
								4							","
								3							","
								3							","
								-							","
								-							","
								4							"
"
								ACCT203							","
Yönetsel Karar Verme için Maliyet MuhasebesiMaliyet Muhasebesinin tarihçesi, anlam ve önemi, çeşitli maliyet kavramları ve maliyet unsurlarının tanımları, Maliyet sistemleri, kavramları, envanter hesaplama yöntemleri hakkında genel bilgiler, Hammadde, işçilik ve genel imalat giderlerinin belirlenmesi, Sipariş maliyet sisteminin işleyişi ve örnek uygulamalar, maliyet verilerinin yönetsel karar verme açısından kullanımı. ","
								4							","
								3							","
								3							","
								1							","
								-							","
								5							"
"
								ENGL201							","
İngilizce'de İletişim Becerileri III - Teknik Rapor YazımıENGL 201, Mühendislik Fakültesi'ndeki öğrenciler için bir İletişim Becerileri dersidir. Bu ders öğrencilerde etkili yazılı ve sözlü iletişim, araştırma becerileri ve çalışma becerileri de dahil olmak üzere bir dizi beceriyi geliştirmeyi amaçlamaktadır. Bu kurs boyunca öğrenciler, yakın ve gelecekteki akademik ve profesyonel yaşamlarında onlara yardım etmeyi amaçlayan proje çalışmalarına katılacaklar. Bu proje çalışmalrı, kütüphane araştırmasını, teknik rapor yazmayı ve sözlü bir sunumu içerecektir. Öğrenciler kendi seçtikleri bir konuyu araştırarak, bağımsız araştırma becerilerini geliştireceklerdir. Rapor yazma sürecinde, öğrenciler yazılarını geliştirecek ve düzenli, uyumlu çalışmalar üretme becerisini geliştireceklerdir. Sözlü sunum, konuşma akıcılığını ve doğruluğunu arttırmayı ve iyi bir sunumun bileşenleri konusunda eğitim vermeyi amaçlar. ","
								4							","
								3							","
								3							","
								1							","
								-							","
								6							"
"
								IENG212							","
Modelleme ve EniyilemeBu dersin ana amacı öğrencilerde gerçek sistemleri kavramlaştırarak matematik programlama modellerini kurma becerisini geliştirmektir. Matematiksel Programlamada model kurma ilkeleri ayrıntılarıyla incelenecektir. Bu ilkelerin uygulamaları ekonomi, enerji planlaması, üretim ve servis sistemleri gibi değişik uygulama alanlarından alınmış, basitleştirilmiş fakat hayattan alınmış problemler yardımıyla anlatılacaktır. Önerilen gösterimlerin kapsam ve sınırları tartışılacak ve hayattan alınmış durumlardaki uygulamalar çözüm örnekleri yardımıyla irdelenecektir. Bu dersin ana teması çözüm yöntemleri olmayıp, modellerin kurulması ve yorumlanmasıdır.  ","
								4							","
								3							","
								3							","
								1							","
								-							","
								6							"
"
								IENG263							","
Malzemeler ve Üretim SürecleriMalzemeler ve özellikleri; metallerin yapısı ve imalatla ilgili özellikleri; imalatta malzeme seçimi; metal malzeme dökümü; plastik şekil verme (haddeleme, kalıptan çekme, dövüm); sac şekillendirme; talaş kaldırma (tornalama, delme, frezeleme); aşındırma işlemleri, bitirme; kaynak işlemleri; plastiklerin işlenmesi; işlem güvenliği. ","
								4							","
								4							","
								4							","
								1							","
								-							","
								6							"
"
								Dönem 5								"
"
								MATH322							","
Olasılık ve İstatistiksel MetodlarOlasılık ve istatistiğe giriş. Küme işlemleri. Sayma problemleri. Şartlı olasılık, toplam olasılık ve Bayes teoremi. Rassal değişken tanımı, olasılık dağılım ve olasılık yoğunluk fonksiyonu. Beklenen değer, variyans ve covariyans. Temel dağılımlar ve kümülatif dağılım fonksiyonu. Çok değişkenli dağılım fonksiyonları. Betimsel istatistik. Dağılım parametrelerinin istatistiki kestirimi. Hipotez testleri.  ","
								5							","
								3							","
								3							","
								1							","
								-							","
								6							"
"
								UE01							","
								Üniversite Geneli Seçmeli - I							","
								5							","
								3							","
								3							","
								-							","
								-							","
								3							"
"
								IENG355							","
Mühendislik EtiğiBu ders, mühendislerin toplum, işveren, meslektaş ve müşteri bağlantılı ahlaki hakları ve sorumluluklarını göstermek için tasarlanmıştır. İşlenecek konular: Çağdaş mühendislik uygulamalarında etik değer çatışmalarının çözümlemesi. Fikir mülkiyet hakları ve çıkar çatışmalarının önemi. Mühendislikte tasarımın, üretimin ve işlerin etik yönleri. Maliyet-yarar ve risk çözümlemelerinde güvenlik ve işle ilgili tehlikelerin dikkate alınması. ","
								5							","
								3							","
								3							","
								-							","
								-							","
								3							"
"
								IENG313							","
Yöneylem Araştırması - IBu ders yöneylem araştırması ve modellemeye giriş için düzenlenmiştir. Ders ağırlıklı olarak temel gerekirci modeller üzerinedir. Dersin içeriğine bilimsel yöntemlerin işletme problemlerine uygulanması, sistem kavramı, problem çözümlemesinde takım kavramı ve matematiksel modelleme dahildir. Bu derste kullanılan temel gerekirci modeller; doğrusal programlama, simpleks yöntemi, eşterslik, eşters simpleks yöntemi, eniyileme sonrası çözümleme, tamsayılı programlama, dal-sınır yöntemi, kesen düzlem algoritması, basit ağ modelleri, enküçük kapsarağaç algoritması, Dijkstra algoritması ve enfazla akış algoritması, doğrusal olmayan programlama, kısıtsız doğrusal olmayan eniyileme ve Lagranj çarpanı yöntemi.  ","
								5							","
								4							","
								4							","
								1							","
								-							","
								6							"
"
								IENG323							","
Mühendislik EkonomisiDersin amacı, mühendislik tasarımında imalat araçları ve endüstriyel projelerde kararlar alınırken kullanılacak ekonomik çözümleme yöntemlerine bir giriş yapmaktır. Derste işlenen konular: faiz, maliyet kavramları, paranın zamana bağlı değeri, nakit akışı çözümlemesi, seçenekler arasında karar verme; şimdiki değer, yıllık değer ve getiri oranı yöntemleri, maliyet-yarar çözümlemesi, yerine koyma çözümlemesi, başabaş çözümlemesi, duyarlılık çözümlemesi, sermaye bütçelemesi, enflasyon, maliyet kestirimi, geri ödeme çözümlemesi, değer yitimi yöntemleri, vergi sonrası çözümlemesi ve bilgisayarla mühendislik ekonomisi uygulamaları. ","
								5							","
								4							","
								4							","
								1							","
								-							","
								7							"
"
								IENG372							","
Bilgi Sistemleri ve TeknolojisiBu dersin amacı öğrenciye bilgi teknolojisi kavramlarını vermek; işletmelerin idaresi çerçevesi içinde bu kavramların önemlerini vurgulamak ve iş dünyasında rekabet edebilirlik için bu kavramlardan faydalanma yollarını göstermektir. Bilgi teknolojisi, veri ve bilgi kavramlarının tanımı, karar verme sürecine ilişkin kavramlar, sistem çözümlemesi, yapısal çözümleme yöntemleri. Bilgi sistemleri gelistirme yöntemleri, veri tabanı idaresi, karar destek sistemleri, ve uzman sistemler konuları kapsanmaktadır. ","
								5							","
								4							","
								4							","
								1							","
								-							","
								7							"
"
								IENG310							","
Endüstri Stajı - IIÖğrencilerin tamamlamaları gereken ikinci stajdır. Mezuniyet koşullarının kısmen yerine getirilebilmesi amacıyla her öğrenci kuralları ve düzenlemeleri Bölüm tarafından belirlenmiş bir çerçevede üç adet staj yapmak zorundadır. Bu stajda öğrenciler gerçek yaşamdaki endüstri mühendisliği uygulamalarını yerinde görme olanağını bulacaklar, firmadaki imalat süreçlerinin değişik yönlerini tartışarak staj Log-Book'unda belirtilmiş soru ve işlere verilmiş yanıtlarını resmi bir raporla ayrıntılı bir şekilde açıklayacaklardır. Staj süresince öğrencilerin imalat ve montaj dahil olmak üzere en az 5 departmanı ziyaret etmeleri gerekmektedir. ","
								5							","
								Kredisiz							","
								-							","
								-							","
								1							","
								1							"
"
								Dönem 6								"
"
								AE01							","
								Alan Seçmeli Dersi IBu dönem açılan seçmeli dersler aşağıda listelenmiştir. Seçmeli derslerin tam listesi için lütfen bölüm web sitesini kontrol ediniz.
IENG458 - Yasal Ortam
IENG438 - Tedarik Zinciri Yönetiminin Esasları

","
								6							","
								3							","
								3							","
								-							","
								-							","
								6							"
"
								IENG301							","
İş Etüdü ve Ergonomi Esaslarıİş etüdü ve ergonomi dersi, insan ve çalışması hakkındaki temel kavramları tüm içeriği ile öğretmek için tasarlanmıştır. İş etüdü konuları: yöntem etüdü, çizelgeleme teknikleri, zaman etüdü, iş istasyonu tasarım ilkeleri, iş değerlendirmesi ve tazmini. Ergonomi konuları: insan psikolojisi ve insan vücut ölçümleri, yorgunluk değerlendirmesi, endüstriyel hijyen, insan duyularının kulanım ve kontrolü, ve endüstriyel ürün tasarımının esaslarıdır. Endüstriyel kazalar, kaza nedenleri üzerine kuramlar, güvenlik çözümlemesi ve zararların önlenmesi. ","
								6							","
								4							","
								4							","
								1							","
								-							","
								7							"
"
								IENG314							","
Yöneylem Araştırması - IIBu derste belirsizlik, risk ve olasılık yaklaşımları tanıtılmaktadır. Karar çözümlemeleri, karar ağaçları ve Bayes kuralı, yararlılık kuramı yaklaşımı, Markov zinciri modelleri, Chapman-Kolmogorov denklemleri, kararlı durum olasılıkları hesaplamaları ve uygulamaları, sonlu ve sonsuz kapasiteli M/M/c kuyruk modelleri ve eniyilemesi, kuyruk ağları, envanter sistemleri, iki kişi, sabit ve sabit olmayan toplam oyunları çözümlemeleri ve uygulamaları tartışılacaktır. ","
								6							","
								4							","
								4							","
								1							","
								-							","
								6							"
"
								IENG332							","
Üretim Planlama - IÇağdaş imalat organizasyonlarının gereksinimleri dikkate alınarak üretim planlama ve denetiminin esaslarını sunmak için ardışık iki ders tasarlanmıştır. Birincisi olan bu derste kapsanan konular: üretim ve işlemler stratejisi, nesnel ve öznel talep kestirimi (Delphi yöntemi, eğilim esaslı yöntemler ve mevsimsel dizi yöntemleri gibi), gerekirci envanter planlama ve kontrolü (Ekonomik Sipariş Miktarı modeli ve bu modelin çesitli durumlar için genişletilmesi), ve rassal envanter planlama ve kontrolü. ","
								6							","
								4							","
								4							","
								1							","
								-							","
								6							"
"
								IENG385							","
Mühendislikte İstatistiksel UygulamalarBu dersin ana amacı öğrencilerin istatistiksel araç ve yöntemlerin endüstri ve diğer alanlardaki uygulamalarını göstermek ve bu konudaki bilgi ve becerleri edinmelerini sağlamaktır. Öğrencilere ilk olarak istatistiksel verilerin gösterilim ve yorumlanmasını sağlayan çeşitli istatistiksel araçlar tanıtılacaktır. Olasılık dağılımlarına kısa bir gözatıldıktan sonra parametrik, parametrik olmayan ve aralık kestirimi de dahil olmak üzere istatistiksel parametrelerin kestirim yöntemleri gösterilecektir. Çeşitli varsayımlar altında istatistiksel hipotezlerin test edilmeleri de gösterilecektir. En son olarak da iki değişkenli verilerin korelasyon ve regresyon çözümlemeleri anlatılacaktır. ","
								6							","
								3							","
								3							","
								1							","
								-							","
								5							"
"
								Dönem 7								"
"
								UE02							","
								Üniversite Geneli Seçmeli - IIBu dönem açılan seçmeli dersler aşağıda listelenmiştir. Seçmeli derslerin tam listesi için lütfen bölüm web sitesini kontrol ediniz.IENG355 - Mühendislik Etiği
","
								7							","
								3							","
								3							","
								-							","
								-							","
								3							"
"
								AE02							","
								Alan seçmeli dersBu dönem açılan seçmeli dersler aşağıda listelenmiştir. Seçmeli derslerin tam listesi için lütfen bölüm web sitesini kontrol ediniz.
IENG458 - Yasal Ortam
IENG438 - Tedarik Zinciri Yönetiminin Esasları

","
								7							","
								3							","
								3							","
								-							","
								-							","
								5							"
"
								IENG431							","
Üretim Planlama - IIIENG332'nin devamı olan bu dersteki konular; tümleşik üretim planlaması ve ana üretim çizelgelemesi, malzeme yeterlik planlaması, üretim miktar hesaplanması, kapasite planlaması, makine çizelgelemesi ve yükleme, üretim sistemlerinde proje yönetimi, üretim ve operasyon yönetimindeki ileri konular: tam zamanında üretim (JIT), esnek imalat sistemleri (FMS) ve eniyilenmiş üretim teknolojisi (OPT). ","
								7							","
								4							","
								4							","
								1							","
								-							","
								6							"
"
								IENG441							","
Tesis Planlama ve TasarımıBu dersin amacı imalat tesislerinin planlanması ve tasarımına bir giriş yapmaktır. Bu ders kapsamında geleneksel ve çözümsel konular dengeli bir biçimde işlenecektir. Tesis işletimi ve organizasyonu ilkeleri. Kapasite ve teknoloji seçimi. Araç-gereç ve iş gücü gereksinimlerinin hesaplanmasına yönelik üretim plan ve süreçlerinin çözümlemesi. Tesis için yer seçimi. Fabrika yerleşimi. Malzeme tedarik, stok yönetimi, malzeme taşıma, stoklama ve depolama, paketleme ve sevkiyat, bakım planlaması gibi üretim destek faaliyetlerinin belirlenmesi. ","
								7							","
								4							","
								4							","
								1							","
								-							","
								7							"
"
								IENG461							","
Sistem Modelleme ve BenzetimBu dersin amacı öğrencileri gerçek hayatta herhangi bir analitik metotla çözümlenemeyecek karmaşık sistemlerin tasarım ve çözümlemesini sağlayacak bir karar verme yöntemiyle donatmaktır. Üretim yönetimindeki uygulamalara, ilgili bilgisayar benzetim modelleri çözümlenerek ağırlık verilmektedir. Benzetimin bir karar aracı olarak doğru ve yanlış kullanımı. Benzetim yöntemi ve model kurma. Benzetim dili kullanarak modelleme. Rassal değişke üretimi. Bilgisayar benzetim modellerindeki temel  tasarım, geçerlilik, ve doğrulama sorunları. Benzetim çıktı verilerinin istatistiksel çözümlemesi. Benzetimin seçeneklerin öngörü ve karşılaştırılmasında kullanımı. ","
								7							","
								4							","
								4							","
								1							","
								-							","
								7							"
"
								IENG490							","
İmalat ve Hizmet Sistemleri Tasarımına GirişBu derste son sınıf öğrencilerinin İmalat ve Hizmet Sistemleri Tasarım Projesi dersine (IENG492) hazırlanmalarına öncülük edilecektir. Öğrenciler öncelikle bir sonraki dönemde alacakları IENG492 proje dersinde istenecek imalar ya da hizmet sistemi tasarımını öğrenecekler ve ayni konuda pazar araştırması yapıp, rakip firmalar, imalat ve dağıtım süreçleri, ilgili standartlar, yasa ve tüzükler hakkında bilgi toplayacaklardır. Ayrıca ürünü tasarlayıp, talep kestirimini ve kuracakları sistemin olabilirlik çalışmasını yapacaklar. ","
								7							","
								1							","
								1							","
								-							","
								1							","
								2							"
"
								IENG410							","
Endüstri Stajı - IIIÖğrencilerin tamamlamaları gereken üçüncü stajdır. Mezuniyet koşullarının kısmen yerine getirilebilmesi amacıyla her öğrenci kuralları ve düzenlemeleri Bölüm tarafından belirlenmiş bir çerçevede üç adet staj yapmak zorundadır. Bu stajın amacı öğrencilere firmaların gerçek yaşamdaki endüstri mühendisliği uygulamalarını yerinde gözlemleme ve çokludisiplinli takım çalışmalarına katılıp önemini anlama  olanağını vermektir. Öğrencilerin staj Log-Book'unda belirtilmiş soru ve işlere verilmiş yanıtlarını resmi bir raporla ayrıntılı bir şekilde açıklamaları gerekmektedir. Bu stajda ayrıca öğrencilerin, endüstri mühendisliği ile ilgili bir problemi (IE Problem) ortaya çıkarıp tanımlamaları ve bu problemi, derslerde öğrendikleri yöntemleri kullanarak formülize etmeleri ve kabul edilebilir çözümler önermeleri gerekmektedir. Staj süresince öğrencilerin en az 5 departmanı ziyaret etmeleri gerekmektedir. ","
								7							","
								Kredisiz							","
								-							","
								-							","
								1							","
								1							"
"
								Dönem 8								"
"
								UE03							","
								Üniversite Geneli Seçmeli - IIIBu dönem açılan seçmeli dersler aşağıda listelenmiştir. Seçmeli derslerin tam listesi için lütfen bölüm web sitesini kontrol ediniz.IENG355 - Mühendislik Etiği
","
								8							","
								3							","
								3							","
								-							","
								-							","
								3							"
"
								AE03							","
								Alan Seçmeli dersBu dönem açılan seçmeli dersler aşağıda listelenmiştir. Seçmeli derslerin tam listesi için lütfen bölüm web sitesini kontrol ediniz.
IENG458 - Yasal Ortam
IENG438 - Tedarik Zinciri Yönetiminin Esasları

","
								8							","
								3							","
								3							","
								-							","
								-							","
								6							"
"
								AE04							","
								Alan Seçmeli dersBu dönem açılan seçmeli dersler aşağıda listelenmiştir. Seçmeli derslerin tam listesi için lütfen bölüm web sitesini kontrol ediniz.
IENG458 - Yasal Ortam
IENG438 - Tedarik Zinciri Yönetiminin Esasları

","
								8							","
								3							","
								3							","
								-							","
								-							","
								6							"
"
								IENG484							","
Kalite MühendisliğiBu dersin amacı imalat ve hizmet sektörlerinde uygulanmakta olan çağdaş istatistiksel kalite kontrolü ve geliştirilmesi konularına giriş yapmaktır. Ürün kalitesi ve güvenirlik modelleri kararlarında deneysel tasarımın temellerine de giriş yapılacaktır. Derste ayrıca kalite denetim felsefelerine ve bunların kalite üzerindeki etkilerine de vurgu yapılacak ve şu konular işlenecektir; Normal olasılık dağılımı, kalitedeki ilerlemeleri takip eden grafiksel yöntemler, denetim grafikleri, kabul örneklemesi, deney tasarımının ilkeleri, Taguchi yöntemi, seri, paralel, seri-paralel, ve paralel-seri sistemlerinin güvenirliği ve tasarımı. ","
								8							","
								4							","
								4							","
								1							","
								-							","
								6							"
"
								IENG492							","
İmalat ve Servis Sistemleri Tasarım Projesiİmalat ve Hizmet Sistemleri Tasarım Projesi
Bu ders kapsamlı bir imalat veya servis sistemi tasarım projesidir. Bu çalışmada talep, malzeme, kapasite, yer tesbiti, insan-makina ve bilgi gereksinimleri gibi kısıtlar göz önünde tutularak bilgisayarla bütünleşik bir model tasarlanır. Bu derste öğrenciler daha önce almış oldukları derslerde kapsanmış tüm teknik ve yöntemleri kullanırlar. Tasarlanacak proje, ilgili standartlara, etik değerlere ve çevre politikalarına uygun olmalıdır. ","
								8							","
